epoch,accuracy,loss,val_accuracy,val_loss
0,0.18000157177448273,2.0081100463867188,0.15460224449634552,1.9409241676330566
1,0.20033696293830872,1.8893489837646484,0.239400252699852,1.829818844795227
2,0.21197398006916046,1.8734937906265259,0.159600168466568,2.2653403282165527
3,0.22063317894935608,1.8550773859024048,0.25047895312309265,1.786664366722107
4,0.2213776409626007,1.8480768203735352,0.2543106973171234,1.8399509191513062
5,0.22799937427043915,1.8326362371444702,0.28113284707069397,1.8158613443374634
6,0.2456704080104828,1.8149044513702393,0.2868804633617401,1.7518339157104492
7,0.2691795229911804,1.7814176082611084,0.3321949243545532,1.8210848569869995
8,0.29821330308914185,1.7384061813354492,0.376010000705719,1.60801362991333
9,0.3167855143547058,1.7017135620117188,0.3980841338634491,1.5659544467926025
10,0.3440169394016266,1.6495708227157593,0.46788838505744934,1.4256558418273926
11,0.37461796402931213,1.5979386568069458,0.44156602025032043,1.482703447341919
12,0.40086984634399414,1.55088210105896,0.5200332999229431,1.3574146032333374
13,0.43609434366226196,1.4944700002670288,0.5577675700187683,1.2162216901779175
14,0.4681059420108795,1.41947603225708,0.5542690753936768,1.2206429243087769
15,0.4954940974712372,1.3575464487075806,0.577509343624115,1.1878046989440918
16,0.5119504928588867,1.31181001663208,0.5576843023300171,1.2430553436279297
17,0.531658947467804,1.2645245790481567,0.6500625014305115,0.9689921736717224
18,0.552699625492096,1.2209062576293945,0.6524781584739685,0.953866720199585
19,0.5643758177757263,1.1821022033691406,0.6682215929031372,0.9169281721115112
20,0.5688425898551941,1.1688082218170166,0.6091628670692444,1.0935072898864746
21,0.581145703792572,1.143904685974121,0.6797167658805847,0.8906926512718201
22,0.5939973592758179,1.10714852809906,0.6982091069221497,0.844445526599884
23,0.6018729209899902,1.0896787643432617,0.6812994480133057,0.9613717198371887
24,0.6120210289955139,1.057965874671936,0.71445232629776,0.7919236421585083
25,0.6217381358146667,1.036133885383606,0.7193669080734253,0.7781290411949158
26,0.626008927822113,1.015503168106079,0.7373594045639038,0.7296287417411804
27,0.6373716592788696,0.9984001517295837,0.7277801036834717,0.7768123149871826
28,0.6402319669723511,0.9926478862762451,0.7267805337905884,0.739372193813324
29,0.6487736105918884,0.9683201313018799,0.747938334941864,0.7000797986984253
30,0.6504584550857544,0.9512746334075928,0.7535193562507629,0.6704696416854858
31,0.6588433384895325,0.9404350519180298,0.7298625707626343,0.7441606521606445
32,0.6667972803115845,0.917578935623169,0.7666805386543274,0.6569413542747498
33,0.6733406186103821,0.9058278203010559,0.7345272898674011,0.7181692123413086
34,0.6810594797134399,0.8904295563697815,0.7410245537757874,0.6933978796005249
35,0.6803541779518127,0.8802205920219421,0.7581840753555298,0.6629012227058411
36,0.6926965117454529,0.8598780035972595,0.7761765718460083,0.6195324659347534
37,0.691129207611084,0.8595640063285828,0.7731778621673584,0.6124248504638672
38,0.6940678358078003,0.8479888439178467,0.7747605443000793,0.6425694823265076
39,0.6986521482467651,0.8305372595787048,0.7825073003768921,0.6026888489723206
