epoch,accuracy,loss,val_accuracy,val_loss
0,0.22013123333454132,2.001178026199341,0.20748934149742126,2.0660104751586914
1,0.24907571077346802,1.854766845703125,0.30716949701309204,1.747049331665039
2,0.26269859075546265,1.8247005939483643,0.30956822633743286,1.7298896312713623
3,0.28101789951324463,1.7979038953781128,0.34155118465423584,1.7045682668685913
4,0.29227593541145325,1.7756171226501465,0.38419508934020996,1.6100012063980103
5,0.30949604511260986,1.7464795112609863,0.40578359365463257,1.5524672269821167
6,0.32128700613975525,1.7172400951385498,0.4438965916633606,1.488304853439331
7,0.33960631489753723,1.6890279054641724,0.45429104566574097,1.4355140924453735
8,0.3571595251560211,1.6539645195007324,0.45642325282096863,1.4423540830612183
9,0.3679845333099365,1.624221682548523,0.4942697286605835,1.3479783535003662
10,0.3902674615383148,1.5882521867752075,0.4918709993362427,1.334830641746521
11,0.40402358770370483,1.5561589002609253,0.5261194109916687,1.2818914651870728
12,0.41924524307250977,1.5240944623947144,0.5421108603477478,1.2398251295089722
13,0.4335009753704071,1.4926573038101196,0.5122601389884949,1.3275305032730103
14,0.44818973541259766,1.4538739919662476,0.516791045665741,1.290164828300476
15,0.4619458317756653,1.4229110479354858,0.5804904103279114,1.1115608215332031
16,0.47137194871902466,1.398986577987671,0.5824893116950989,1.107973575592041
17,0.4855610728263855,1.3712172508239746,0.583155632019043,1.0943657159805298
18,0.49059054255485535,1.3587594032287598,0.5820895433425903,1.1377373933792114
19,0.500616192817688,1.3279117345809937,0.6308635473251343,1.0150879621505737
20,0.5090097784996033,1.3058592081069946,0.6337953209877014,0.9927688837051392
21,0.5174699425697327,1.2917040586471558,0.6344616413116455,0.9860287308692932
22,0.5256303548812866,1.2701255083084106,0.6295309066772461,1.0220154523849487
23,0.5306265354156494,1.2545890808105469,0.638059675693512,0.9671801328659058
24,0.5350897908210754,1.2394551038742065,0.6496534943580627,0.9553664922714233
25,0.5444159507751465,1.2191669940948486,0.6488539576530457,0.9467547535896301
26,0.5509775876998901,1.2041994333267212,0.673774003982544,0.8997419476509094
27,0.5601038932800293,1.188135027885437,0.6640458703041077,0.9058689475059509
28,0.5673983097076416,1.172462821006775,0.6671108603477478,0.9067346453666687
29,0.5689637660980225,1.1632936000823975,0.6825693249702454,0.8673919439315796
30,0.5743929743766785,1.1459814310073853,0.6600479483604431,0.9150618314743042
31,0.5798887610435486,1.1296303272247314,0.67830491065979,0.8841027617454529
32,0.5820537805557251,1.1214582920074463,0.6942963600158691,0.8343335390090942
33,0.5876161456108093,1.1065455675125122,0.6860341429710388,0.8534785509109497
34,0.5973753333091736,1.0912820100784302,0.6920309066772461,0.8253633379936218
35,0.5980747938156128,1.0874112844467163,0.6962953209877014,0.8339075446128845
36,0.6056357026100159,1.0718655586242676,0.6992270946502686,0.8335045576095581
37,0.607700765132904,1.0635710954666138,0.7090885043144226,0.8071203827857971
38,0.6166938543319702,1.0432841777801514,0.7274786829948425,0.7590143084526062
39,0.6165606379508972,1.0388445854187012,0.7060234546661377,0.8069006204605103
40,0.6168603897094727,1.033629298210144,0.7366737723350525,0.7359603047370911
41,0.6255870461463928,1.0121606588363647,0.6953624486923218,0.8245401978492737
42,0.6267861127853394,1.0156043767929077,0.7105543613433838,0.8150330185890198
43,0.6272857189178467,1.0023093223571777,0.7356076836585999,0.7286974191665649
44,0.634313702583313,0.9907670021057129,0.7298774123191833,0.7522528767585754
45,0.6350464820861816,0.981204628944397,0.7122867703437805,0.7919374108314514
46,0.6432068943977356,0.9662945866584778,0.7493336796760559,0.6965109705924988
47,0.6486027240753174,0.9563593864440918,0.7114872336387634,0.7911524772644043
48,0.6502681374549866,0.9460344910621643,0.7202824950218201,0.7745340466499329
49,0.650701105594635,0.9491726756095886,0.7661247253417969,0.6496942043304443
