epoch,accuracy,loss,val_accuracy,val_loss
0,0.21926181018352509,2.088069200515747,0.14468970894813538,2.2423715591430664
1,0.2750176191329956,1.833303451538086,0.36584755778312683,1.6519355773925781
2,0.313611775636673,1.752938151359558,0.3960849642753601,1.5955109596252441
3,0.3429590165615082,1.6873421669006348,0.4429820775985718,1.4881216287612915
4,0.37120914459228516,1.6309094429016113,0.47446897625923157,1.4031511545181274
5,0.39828383922576904,1.5652714967727661,0.4651395380496979,1.4011815786361694
6,0.4232034981250763,1.5076675415039062,0.5186172723770142,1.281959056854248
7,0.4463599920272827,1.4557852745056152,0.5484381318092346,1.2060705423355103
8,0.46849775314331055,1.4172123670578003,0.5381923913955688,1.2271770238876343
9,0.4870308041572571,1.3717504739761353,0.5666805505752563,1.1526978015899658
10,0.4958075284957886,1.350183129310608,0.577592670917511,1.160297155380249
11,0.5118329524993896,1.3032643795013428,0.5973344445228577,1.0904542207717896
12,0.5196692943572998,1.2869431972503662,0.6067472100257874,1.0760027170181274
13,0.5290729403495789,1.2643078565597534,0.6256559491157532,1.0235439538955688
14,0.5420421361923218,1.2318934202194214,0.630487322807312,1.014143943786621
15,0.5508580803871155,1.2136540412902832,0.6249063014984131,1.0331891775131226
16,0.5590471029281616,1.18881094455719,0.6442315578460693,0.9685139060020447
17,0.5622991919517517,1.1787629127502441,0.649645984172821,0.9438958764076233
18,0.5699396729469299,1.1546252965927124,0.6330695748329163,1.0064879655838013
19,0.5814983248710632,1.1298507452011108,0.6703040599822998,0.9188331365585327
20,0.5877282619476318,1.118950366973877,0.6705539226531982,0.9048647284507751
21,0.5903925895690918,1.1072216033935547,0.6758017539978027,0.8912844657897949
22,0.5934095978736877,1.0960415601730347,0.6618075966835022,0.9298842549324036
23,0.6012851595878601,1.081378698348999,0.6921283006668091,0.8586586117744446
24,0.6061437129974365,1.0573766231536865,0.6841316223144531,0.8784418702125549
25,0.6074758768081665,1.0559613704681396,0.6931278705596924,0.8432672619819641
26,0.6169187426567078,1.0455361604690552,0.6852977871894836,0.8575314283370972
27,0.6235796809196472,1.0220118761062622,0.6817992329597473,0.8768576383590698
28,0.6326698660850525,1.0078924894332886,0.7013744115829468,0.8324311375617981
29,0.6296528577804565,1.001859188079834,0.6424822807312012,1.0097599029541016
30,0.634511411190033,0.9888001084327698,0.6892961263656616,0.8554999828338623
31,0.6384687423706055,0.984568178653717,0.7128696441650391,0.7955200672149658
32,0.6416816711425781,0.9681249260902405,0.7132861018180847,0.7825982570648193
33,0.6463051438331604,0.9609173536300659,0.7156184911727905,0.7833396792411804
34,0.6506543159484863,0.9506651163101196,0.6986255645751953,0.8211607933044434
35,0.6541807055473328,0.9454811811447144,0.7036234736442566,0.8132718205451965
36,0.6589217185974121,0.9294260740280151,0.7032902836799622,0.8041037321090698
37,0.6606065630912781,0.9257017374038696,0.7214493751525879,0.7657169103622437
38,0.6612334251403809,0.9211108684539795,0.7086213827133179,0.8002464175224304
39,0.6693049073219299,0.9002886414527893,0.7452728152275085,0.7149851322174072
40,0.6698534488677979,0.8933529853820801,0.7215327024459839,0.7500432133674622
41,0.6733798384666443,0.8905041813850403,0.7273635864257812,0.750831663608551
42,0.6736932992935181,0.8826149702072144,0.7340275049209595,0.7175439596176147
43,0.6789044737815857,0.8726947903633118,0.7497709393501282,0.6958537697792053
44,0.6844683289527893,0.8646373748779297,0.7566013932228088,0.6632975339889526
45,0.6872501969337463,0.8567191362380981,0.7578508853912354,0.6597387194633484
46,0.6880338788032532,0.8540023565292358,0.7553519606590271,0.669236421585083
47,0.6881514191627502,0.8455029129981995,0.7653477787971497,0.6396434903144836
48,0.6925789713859558,0.8344436287879944,0.766347348690033,0.6415343880653381
49,0.6975942254066467,0.8279661536216736,0.7586838603019714,0.6635412573814392
50,0.697750985622406,0.8266651034355164,0.7461057901382446,0.6970968842506409
51,0.7039417028427124,0.8118154406547546,0.7172011733055115,0.7544068694114685
52,0.7061750888824463,0.7992213368415833,0.7481049299240112,0.6857714653015137
53,0.7044902443885803,0.8064913749694824,0.7729279398918152,0.6208412647247314
54,0.7075072526931763,0.7984396815299988,0.7646813988685608,0.6365585923194885
