epoch,accuracy,loss,val_accuracy,val_loss
55,0.7103675007820129,0.7922547459602356,0.7666805386543274,0.6316162943840027
56,0.715970516204834,0.7911857962608337,0.7837567925453186,0.5879188776016235
57,0.715304434299469,0.7818807363510132,0.7754269242286682,0.62436842918396
58,0.7229840755462646,0.7648389935493469,0.7894210815429688,0.5789859294891357
59,0.7172243595123291,0.7682569026947021,0.766347348690033,0.6482986211776733
60,0.7238460779190063,0.7574949264526367,0.7841732501983643,0.5951709747314453
61,0.7205156087875366,0.7584328055381775,0.7768430113792419,0.6235949993133545
62,0.7255309224128723,0.7506927847862244,0.7848396301269531,0.5927262306213379
63,0.7211425304412842,0.7503448128700256,0.7924198508262634,0.5728213787078857
64,0.7256484627723694,0.7467643618583679,0.8034152388572693,0.542897641658783
65,0.7305853962898254,0.7346893548965454,0.7991670370101929,0.5491034984588623
66,0.7318000197410583,0.7347151041030884,0.7859225273132324,0.5866611003875732
67,0.7327404022216797,0.7246673107147217,0.7824239730834961,0.5968366265296936
68,0.7405375838279724,0.715406060218811,0.794502317905426,0.5869484543800354
69,0.7404200434684753,0.7106132507324219,0.7885881066322327,0.5879703164100647
70,0.7418697476387024,0.7085829377174377,0.7989171147346497,0.5589357018470764
71,0.7419089674949646,0.7045454978942871,0.7971678376197815,0.5550037026405334
72,0.7453177571296692,0.7018787264823914,0.7986671924591064,0.5546672940254211
73,0.747433602809906,0.6978142261505127,0.8081632852554321,0.5317772030830383
74,0.7515868544578552,0.6897023916244507,0.812828004360199,0.5281937718391418
75,0.7510774731636047,0.684975266456604,0.8210745453834534,0.5074419975280762
76,0.7530757784843445,0.6774473786354065,0.8093294501304626,0.5370287895202637
77,0.751900315284729,0.6865705847740173,0.8214910626411438,0.4950088858604431
78,0.7515084743499756,0.6745911240577698,0.7993336319923401,0.5610760450363159
79,0.7549564838409424,0.6718746423721313,0.7157850861549377,0.802096962928772
80,0.7550740242004395,0.6703356504440308,0.8169096112251282,0.5016928315162659
81,0.7542120814323425,0.673724889755249,0.8169096112251282,0.519736647605896
82,0.7624010443687439,0.6548691987991333,0.8196584582328796,0.49720409512519836
83,0.7591097950935364,0.6554118990898132,0.817575991153717,0.5117263793945312
84,0.7651045918464661,0.6471914649009705,0.8234069347381592,0.4920957386493683
85,0.7629104256629944,0.6525888442993164,0.808746337890625,0.5397352576255798
86,0.7620092630386353,0.6443716287612915,0.8293210864067078,0.4778805673122406
87,0.7672988176345825,0.6369923949241638,0.8208246827125549,0.4948362112045288
88,0.7670637369155884,0.6376015543937683,0.812828004360199,0.5317381024360657
89,0.7728234529495239,0.6296994090080261,0.7932528257369995,0.5754093527793884
90,0.7709035277366638,0.6372920274734497,0.784006655216217,0.6064913272857666
91,0.7682391405105591,0.6315430998802185,0.812828004360199,0.535669207572937
92,0.7747825384140015,0.6198917031288147,0.8016659617424011,0.5483080148696899
93,0.7742339968681335,0.6249765157699585,0.8418992161750793,0.4487164318561554
94,0.7745474576950073,0.621111273765564,0.8184922933578491,0.5159752368927002
95,0.7764673829078674,0.6116148829460144,0.8149104714393616,0.5119569897651672
96,0.7774469256401062,0.6159330010414124,0.8230737447738647,0.5154282450675964
97,0.7786615490913391,0.6073446273803711,0.8378175497055054,0.44992974400520325
98,0.7777995467185974,0.6079915761947632,0.7990004420280457,0.5696286559104919
99,0.7816393971443176,0.6044648885726929,0.8272386789321899,0.48557063937187195
100,0.7821487188339233,0.6009945273399353,0.8433153033256531,0.4393310546875
101,0.7855575680732727,0.5873263478279114,0.8413161039352417,0.4553237557411194
102,0.7864195704460144,0.5928189754486084,0.8297376036643982,0.47454673051834106
103,0.7839511036872864,0.5933175683021545,0.819242000579834,0.5075565576553345
104,0.7881827354431152,0.5820753574371338,0.846397340297699,0.4271374046802521
105,0.7879476547241211,0.5839289426803589,0.8473969101905823,0.4319383203983307
106,0.7874382734298706,0.5865486860275269,0.8385672569274902,0.45559215545654297
107,0.7917875051498413,0.5737823247909546,0.8435651659965515,0.44990748167037964
108,0.7922576665878296,0.5693293809890747,0.8497292995452881,0.4279184341430664
109,0.7932763695716858,0.5693304538726807,0.8418992161750793,0.46024590730667114
110,0.7899851202964783,0.5752539038658142,0.846314013004303,0.4332331120967865
111,0.7950787544250488,0.5691626667976379,0.8490629196166992,0.4325154721736908
112,0.7948828339576721,0.5623102784156799,0.8438150882720947,0.4315532147884369
113,0.7961366772651672,0.5589528679847717,0.8556435108184814,0.418544203042984
114,0.7990753054618835,0.5523689389228821,0.8415660262107849,0.4485008716583252
115,0.7998981475830078,0.552924633026123,0.8291544914245605,0.48092830181121826
116,0.7968027591705322,0.5562312602996826,0.8610578775405884,0.4021989405155182
117,0.8000548481941223,0.549126923084259,0.8483964800834656,0.4279850125312805
118,0.8039730191230774,0.5427470803260803,0.8628904819488525,0.3958445191383362
119,0.7990753054618835,0.5510337948799133,0.8604748249053955,0.40170639753341675
